500
51	162	0.648
51	29	0.616
51	492	0.908
51	115	0.600
51	457	0.686
52	301	0.058
52	416	0.478
52	215	0.645
52	364	0.256
52	4	0.475
52	413	0.067
53	294	0.627
53	363	0.300
53	171	0.203
53	278	0.210
53	390	0.238
53	225	0.690
53	498	0.612
53	486	0.387
54	382	0.964
54	17	0.970
54	210	0.082
54	392	0.657
54	379	0.039
54	349	0.362
54	408	0.033
54	137	0.139
54	346	0.003
54	301	0.398
54	69	0.918
54	113	0.547
54	120	0.232
55	56	0.207
55	22	0.917
55	441	0.677
55	112	0.879
55	222	0.681
55	491	0.370
55	137	0.997
55	467	0.491
55	90	0.702
55	336	0.171
55	221	0.711
55	151	0.914
55	270	0.351
56	315	0.415
57	215	0.351
57	339	0.734
58	293	0.540
58	398	0.826
58	29	0.347
58	287	0.161
58	244	0.938
58	165	0.429
58	43	0.129
58	64	0.594
58	448	0.185
58	6	0.994
58	117	0.801
59	341	0.127
59	377	0.439
59	425	0.163
59	97	0.929
59	229	0.631
59	226	0.628
59	30	0.151
59	211	0.540
59	198	0.267
59	375	0.773
59	260	0.646
59	277	0.093
60	278	0.934
60	301	0.223
61	131	0.869
61	295	0.313
61	89	0.504
61	60	0.699
61	92	0.338
62	112	0.987
62	421	0.333
62	193	0.081
62	186	0.554
62	146	0.583
62	77	0.611
62	361	0.968
62	325	0.330
62	102	0.214
62	68	0.297
62	135	0.841
62	390	0.941
64	304	0.225
64	160	0.680
64	475	0.218
64	393	0.923
64	436	0.272
64	296	0.805
64	84	0.568
65	54	0.148
65	253	0.613
65	416	0.379
65	402	0.625
65	40	0.009
65	84	0.535
65	374	0.011
65	61	0.226
65	177	0.995
65	448	0.361
65	441	0.758
65	137	0.855
65	122	0.827
65	476	0.831
66	322	0.312
66	257	0.332
66	446	0.371
66	220	0.305
66	336	0.455
66	77	1.000
66	473	0.246
66	172	0.322
66	306	0.921
66	461	0.129
66	91	0.628
66	68	0.018
67	400	0.266
67	184	0.112
67	360	0.720
67	289	0.419
67	157	0.716
67	319	0.925
67	168	0.784
67	344	0.351
67	14	0.480
67	359	0.254
67	410	0.614
68	76	0.855
68	106	0.133
68	261	0.919
68	108	0.397
69	469	0.568
69	324	0.308
69	124	0.014
69	485	0.541
69	370	0.389
69	48	0.370
69	198	0.575
69	73	0.484
69	455	0.679
69	187	0.314
69	389	0.142
69	152	0.859
69	391	0.678
71	463	0.768
71	134	0.574
71	344	0.099
71	141	0.862
71	212	0.157
71	302	0.497
71	7	0.367
71	266	0.229
71	326	0.494
71	77	0.510
71	430	0.330
72	35	0.695
72	12	0.753
72	484	0.726
72	185	0.516
72	58	0.885
72	396	0.999
72	428	0.393
72	287	0.101
73	58	0.096
73	127	0.354
73	366	0.761
73	44	0.034
73	101	0.493
73	385	0.965
73	220	0.325
73	98	0.587
73	251	0.665
73	45	0.681
73	130	0.298
74	87	0.350
74	3	0.825
74	386	0.100
74	271	0.950
74	134	0.033
74	45	0.104
74	341	0.033
74	205	0.790
74	136	0.872
75	27	0.613
75	194	0.076
75	430	0.746
75	208	0.763
76	11	0.093
76	177	0.288
76	346	0.927
76	68	0.022
76	88	0.560
76	432	0.210
76	180	0.134
77	227	0.684
77	244	0.719
77	348	0.529
77	71	0.396
77	430	0.224
77	88	0.311
77	130	0.940
77	346	0.963
78	455	0.433
78	342	0.950
78	350	0.583
78	457	0.750
79	248	0.167
79	142	0.619
79	136	0.277
79	331	0.501
79	344	0.240
79	245	0.780
79	13	0.276
79	409	0.834
79	328	0.845
79	395	0.869
79	45	0.966
80	126	0.435
80	292	0.734
80	4	0.727
80	343	0.575
81	368	0.533
81	406	0.139
81	88	0.702
81	377	0.642
81	69	0.586
81	416	0.191
81	402	0.591
81	137	0.329
81	48	0.608
81	400	0.605
81	16	0.228
81	109	0.248
81	485	0.771
82	464	0.808
82	221	0.765
82	113	0.470
82	425	0.589
83	348	0.663
83	8	0.410
83	108	0.388
83	471	0.740
83	447	0.168
83	135	0.790
83	165	0.963
83	466	0.781
84	366	0.064
84	315	0.224
84	3	0.652
84	264	0.177
84	396	0.649
84	81	0.036
84	441	0.147
84	421	0.346
84	214	0.730
84	103	0.362
85	247	0.922
85	349	0.757
85	295	0.601
86	199	0.315
86	54	0.099
86	294	0.967
86	303	0.501
87	332	0.971
87	281	0.388
87	144	0.650
87	21	0.576
87	290	0.645
87	34	0.910
87	68	0.082
87	256	0.490
87	373	0.713
88	34	0.055
88	408	0.492
88	233	0.024
88	74	0.621
88	440	0.046
88	10	0.288
88	107	0.831
88	48	0.780
88	284	0.400
88	114	0.744
89	310	0.484
89	138	0.141
89	344	0.537
89	390	0.300
89	467	0.774
89	393	0.055
89	32	0.777
89	289	0.982
89	388	0.339
89	271	0.769
90	397	0.563
90	381	0.284
90	125	0.701
91	259	0.252
91	325	0.347
91	477	0.502
91	59	0.994
92	288	0.400
92	297	0.905
92	454	0.865
92	225	0.397
92	484	0.013
92	227	0.881
92	124	0.007
92	416	0.233
93	176	0.766
93	28	0.376
93	233	0.246
93	209	0.372
93	206	0.625
93	407	0.338
93	8	0.157
93	86	0.011
93	448	0.286
95	342	0.555
95	121	0.142
95	428	0.795
95	219	0.120
95	79	0.676
95	90	0.753
95	274	0.815
95	299	0.334
95	479	0.354
95	393	0.279
95	469	0.350
95	394	0.269
96	179	0.595
96	1	0.534
96	163	0.221
96	421	0.930
96	136	0.508
96	338	0.456
96	121	0.796
97	274	0.769
97	473	0.470
97	478	0.326
97	265	0.498
97	252	0.340
97	66	0.691
97	383	0.927
97	449	0.610
97	467	0.839
98	439	0.993
98	50	0.565
98	296	0.570
98	198	0.354
98	95	0.446
99	119	0.865
99	393	0.554
99	72	0.211
99	306	0.551
99	330	0.581
99	427	0.690
99	484	0.596
99	342	0.104
99	468	0.358
100	38	0.141
100	85	0.308
100	21	0.713
100	495	0.439
100	71	0.992
100	204	0.988
101	475	0.708
101	225	0.787
101	103	0.400
101	172	0.831
101	127	0.720
101	197	0.800
101	108	0.734
101	303	0.040
103	315	0.757
104	461	0.048
104	261	0.892
104	89	0.086
104	471	0.728
104	138	0.277
104	250	0.206
104	117	0.227
105	370	0.341
105	288	0.101
106	404	0.606
106	194	0.886
106	171	0.693
106	311	0.452
106	47	0.061
106	1	0.681
106	123	0.756
106	490	0.016
107	429	0.470
107	126	0.322
107	140	0.517
107	410	0.552
107	163	0.055
107	66	0.397
107	195	0.644
108	39	0.788
108	82	0.990
108	74	0.719
108	16	0.742
108	398	0.833
108	420	0.179
108	56	0.633
109	39	0.432
109	124	0.936
109	97	0.273
109	370	0.379
110	397	0.133
110	413	0.411
110	207	0.837
110	49	0.719
110	470	0.022
110	362	0.714
110	298	0.703
110	282	0.983
110	186	0.052
110	465	0.893
110	205	0.467
110	213	0.789
110	290	0.480
111	450	0.919
111	210	0.135
111	290	0.411
111	52	0.970
111	172	0.405
111	245	0.709
111	1	0.055
111	193	0.724
111	417	0.350
112	348	0.400
112	330	0.317
112	269	0.023
112	127	0.824
112	142	0.452
112	427	0.351
112	246	0.228
112	298	0.767
112	316	0.668
112	465	0.806
112	405	0.464
113	418	0.521
113	336	0.422
113	144	0.389
113	9	0.301
114	91	0.307
114	253	0.753
114	8	0.520
114	240	0.864
114	59	0.690
114	162	0.081
115	353	0.813
115	64	0.511
116	465	0.315
116	191	0.954
116	237	0.709
116	380	0.218
116	424	0.671
116	296	0.163
116	124	0.710
117	76	0.800
117	484	0.798
117	329	0.108
117	313	0.965
117	103	0.872
117	44	0.677
117	9	0.873
117	74	0.255
118	357	0.236
118	104	0.930
118	63	0.426
119	59	0.534
119	81	0.012
119	258	0.819
119	274	0.115
119	446	0.958
119	304	0.256
119	374	0.205
120	465	0.663
120	28	0.603
121	424	0.089
121	127	0.402
121	157	0.078
121	206	0.101
122	254	0.219
122	29	0.891
122	351	0.257
122	489	0.489
122	155	0.786
122	192	0.955
122	426	0.088
122	484	0.792
122	143	0.902
122	306	0.164
122	191	0.044
122	260	0.012
123	42	0.179
123	289	0.163
123	197	0.900
123	162	0.973
123	474	0.840
123	236	0.406
123	30	0.260
123	449	0.248
123	278	0.660
123	330	0.245
123	24	0.193
123	132	0.313
124	196	0.626
124	439	0.368
124	429	0.826
124	6	0.419
124	482	0.944
124	426	0.282
124	39	0.652
124	4	0.867
124	31	0.804
125	476	0.979
125	479	0.746
125	417	0.073
125	305	0.808
126	41	0.927
126	190	0.270
126	418	0.974
126	224	0.356
126	464	0.717
126	305	0.373
126	488	0.567
126	218	0.832
126	300	0.885
126	276	0.617
126	395	0.664
126	154	0.495
127	265	0.139
127	121	0.921
127	168	0.415
127	92	0.185
127	433	0.654
127	108	0.320
127	304	0.449
127	72	0.466
127	45	0.387
127	421	0.234
127	36	0.501
127	398	0.027
128	270	0.488
128	95	0.750
128	218	0.599
128	132	0.591
128	424	0.120
128	119	0.188
128	330	0.272
128	81	0.808
128	272	0.642
128	464	0.109
129	8	0.333
129	221	0.652
129	99	0.748
129	39	0.091
129	266	0.869
129	115	0.726
129	462	0.044
129	6	0.643
130	312	0.992
130	255	0.848
130	314	0.490
130	319	0.856
130	389	0.655
130	79	0.896
130	291	0.193
130	218	0.803
130	361	0.957
130	109	0.976
130	481	0.111
130	419	0.196
130	177	0.730
131	256	0.240
131	423	0.569
131	297	0.440
131	169	0.408
132	463	0.977
132	398	0.125
132	150	0.965
132	416	0.439
133	167	0.110
133	475	0.089
133	147	0.524
133	440	0.977
133	33	0.496
133	8	0.360
133	405	0.153
133	444	0.846
133	465	0.610
133	367	0.757
133	102	0.555
133	99	0.109
133	384	0.109
133	338	0.745
134	257	0.177
134	72	0.646
134	120	0.084
134	160	0.862
134	46	0.044
134	261	0.459
134	388	0.949
135	476	0.169
135	82	0.518
136	110	0.262
136	131	0.133
136	20	0.905
136	402	0.235
136	90	0.055
136	383	0.710
136	292	0.324
136	325	0.094
136	490	0.122
136	454	0.098
136	340	0.232
136	75	0.752
136	462	0.595
136	119	0.808
137	181	0.298
137	167	0.769
137	366	0.553
137	445	0.905
137	349	0.949
137	334	0.313
137	297	0.225
137	397	0.314
137	110	0.990
137	114	0.205
137	240	0.835
137	432	0.032
137	285	0.237
137	12	0.312
138	148	0.906
138	380	0.443
138	444	0.547
138	149	0.169
139	274	0.698
139	342	0.572
139	16	0.240
139	75	0.924
139	179	0.650
139	198	0.283
139	354	0.421
139	299	0.809
139	450	0.338
139	273	0.782
139	400	0.651
139	333	0.970
139	103	0.888
140	114	0.394
140	366	0.145
140	379	0.373
140	369	0.049
140	60	0.492
140	465	0.327
140	105	0.224
140	227	0.515
140	418	0.846
140	284	0.811
140	257	0.263
140	93	0.282
140	157	0.389
141	184	0.368
141	180	0.770
142	352	0.350
142	143	0.280
142	331	0.884
142	343	0.975
142	499	0.400
142	162	0.767
142	81	0.240
142	198	0.087
142	493	0.382
142	29	0.452
143	8	0.767
143	24	0.052
144	313	0.941
144	446	0.206
144	288	0.853
144	310	0.936
144	70	0.969
144	163	0.180
144	183	0.775
145	257	0.312
145	359	0.022
145	211	0.089
145	212	0.187
145	264	0.072
146	474	0.184
146	155	0.050
146	145	0.031
147	13	0.295
147	264	0.958
147	419	0.916
147	189	0.359
147	191	0.026
147	250	0.848
147	144	0.002
147	236	0.967
147	413	0.873
148	236	0.852
148	173	0.257
148	47	0.831
148	316	0.927
148	399	0.428
149	146	0.671
150	491	0.068
150	28	0.440
150	61	0.523
150	26	0.697
150	107	0.048
150	381	0.534
150	465	0.518
150	12	0.191
150	294	0.698
150	229	0.158
150	214	0.826
150	361	0.796
151	1	0.914
151	271	0.069
151	114	0.847
152	292	0.767
152	387	0.865
152	294	0.993
152	404	0.588
152	202	0.051
152	443	0.595
152	300	0.467
152	310	0.661
152	2	0.305
153	154	0.286
153	288	0.695
153	311	0.661
153	220	0.233
153	246	0.769
153	37	0.876
153	447	0.755
153	140	0.276
153	39	0.945
153	301	0.349
153	485	0.279
153	40	0.964
154	416	0.941
154	131	0.396
154	180	0.117
154	146	0.410
154	375	0.965
154	99	0.140
154	359	0.502
154	340	0.880
154	422	0.201
154	419	0.509
154	119	0.732
154	381	0.372
155	10	0.456
155	493	0.073
155	314	0.779
155	487	0.823
155	416	0.068
155	329	0.982
155	331	0.044
155	450	0.976
155	422	0.404
155	55	0.790
155	427	0.235
155	417	0.826
156	5	0.932
156	87	0.712
156	238	0.205
157	336	0.138
157	121	0.190
157	454	0.483
157	186	0.411
157	18	0.244
157	438	0.214
157	331	0.225
157	13	0.033
157	3	0.263
157	54	0.235
157	14	0.867
157	142	0.996
158	482	0.078
158	330	0.539
158	483	0.283
158	299	0.911
159	151	0.075
160	86	0.284
160	306	0.416
160	410	0.933
160	304	0.910
160	451	0.543
160	371	0.969
160	275	0.625
160	431	0.101
160	375	0.476
160	377	0.930
160	95	0.562
160	380	0.604
160	447	0.684
161	81	0.426
161	169	0.835
161	355	0.324
161	201	0.030
161	313	0.724
161	177	0.397
162	332	0.771
162	1	0.163
162	215	0.678
163	354	0.744
163	499	0.032
163	198	0.025
163	283	0.912
163	169	0.493
163	398	0.896
163	340	0.554
163	61	0.421
163	402	0.801
163	368	0.608
164	481	0.970
164	350	0.629
164	143	0.969
164	215	0.654
164	99	0.872
164	456	0.911
164	265	0.811
164	305	0.976
165	249	0.519
165	357	0.526
165	11	0.914
165	105	0.555
166	1	0.325
166	181	0.829
166	134	0.910
166	113	0.228
166	303	0.834
166	217	0.967
166	75	0.039
166	182	0.077
166	144	0.830
166	331	0.329
166	237	0.502
167	439	0.350
167	69	0.522
167	495	0.138
168	353	0.508
168	228	0.892
168	444	0.686
169	197	0.262
169	172	0.997
169	188	0.974
169	4	0.433
169	414	0.236
169	430	0.973
169	217	0.861
169	459	0.672
170	335	0.732
170	463	0.383
170	211	0.338
170	352	0.516
170	219	0.927
170	273	0.692
171	441	0.390
171	419	0.534
171	209	0.969
171	461	0.570
171	22	0.950
171	164	0.362
171	235	0.930
171	323	0.522
171	184	0.175
171	122	0.223
172	136	0.353
172	85	0.418
172	447	0.539
172	164	0.003
172	242	0.555
172	324	0.589
172	33	0.562
172	14	0.109
172	113	0.622
172	446	0.082
173	94	0.149
174	38	0.039
174	365	0.553
174	487	0.716
174	273	0.084
174	463	0.101
174	264	0.276
174	17	0.161
174	162	0.893
174	376	0.280
174	186	0.850
174	231	0.819
174	154	0.569
174	351	0.744
175	378	0.360
176	360	0.807
176	363	0.779
176	266	0.319
177	300	0.148
177	470	0.186
177	43	0.179
177	429	0.669
177	144	0.250
177	385	0.167
177	104	0.580
178	134	0.540
178	403	0.638
179	283	0.430
179	96	0.441
179	130	0.032
179	333	0.282
179	420	0.462
179	328	0.873
179	103	0.278
180	311	0.691
180	22	0.487
180	481	0.496
180	269	0.956
180	101	0.057
181	3	0.157
181	155	0.386
181	135	0.724
181	258	0.392
181	40	0.955
181	425	0.239
181	429	0.178
181	223	0.297
182	217	0.954
183	385	0.831
183	489	0.882
184	185	0.940
184	109	0.275
184	276	0.980
184	114	0.373
184	130	0.599
184	67	0.222
184	230	0.549
184	368	0.028
185	193	0.306
185	499	0.070
185	384	0.095
185	175	0.174
185	115	0.162
185	118	0.434
185	355	0.102
185	266	0.536
185	267	0.161
185	345	0.949
185	452	0.350
185	446	0.243
186	490	0.806
186	396	0.039
186	69	0.079
186	56	0.877
186	59	0.284
186	442	0.455
187	203	0.507
187	491	0.981
187	171	0.608
187	432	0.128
188	182	0.557
188	87	0.230
188	53	0.853
188	417	0.522
188	89	0.211
188	480	0.049
188	220	0.374
189	26	0.125
189	191	0.158
189	249	0.967
189	20	0.830
189	154	0.681
189	34	0.206
189	126	0.861
189	202	0.796
189	467	0.360
189	334	0.826
189	327	0.024
189	135	0.411
189	498	0.420
190	463	0.735
190	436	0.284
190	46	0.005
190	332	0.409
190	358	0.701
190	372	0.351
190	417	0.770
190	345	0.043
190	80	0.408
191	310	0.441
191	72	0.211
191	405	0.243
191	239	0.346
191	36	0.225
191	8	0.296
191	269	0.683
191	26	0.063
191	488	0.480
191	59	0.663
191	156	0.051
191	181	0.198
191	369	0.276
192	186	0.089
192	220	0.599
192	191	0.898
192	189	0.638
192	269	0.595
192	75	0.760
192	165	0.314
193	431	0.925
193	57	0.009
193	230	0.201
193	396	0.055
193	45	0.536
194	159	0.899
195	342	0.389
195	151	0.564
195	308	0.555
195	210	0.510
195	101	0.555
195	230	0.313
195	207	0.266
195	217	0.383
196	217	0.357
196	476	0.596
196	420	0.568
196	294	0.908
196	25	0.917
196	112	0.449
196	39	0.345
196	127	0.312
197	417	0.460
197	99	0.727
197	389	0.479
197	206	0.013
197	286	0.520
197	95	0.425
197	315	0.877
197	438	0.622
197	50	0.526
197	62	0.709
197	131	0.778
198	499	0.933
198	246	0.265
198	17	0.313
198	438	0.166
199	145	0.224
199	371	0.963
199	319	0.282
199	444	0.608
199	252	0.088
199	174	0.951
199	118	0.234
199	270	0.429
199	472	0.535
199	239	0.421
199	45	0.951
200	34	0.095
200	234	0.101
200	19	0.174
200	180	0.225
200	84	0.586
200	418	0.914
200	178	0.040
200	353	0.329
200	486	0.275
200	22	0.074
200	140	0.721
200	123	0.363
200	53	0.705
200	42	0.136
201	446	0.566
201	101	0.657
201	261	0.444
201	60	0.328
201	253	0.199
201	88	0.075
201	342	0.211
201	411	0.650
201	169	0.602
201	415	0.730
201	273	0.951
201	392	0.832
201	96	0.656
201	377	0.147
201	72	0.230
202	426	0.677
202	120	0.770
202	117	0.278
202	453	0.189
202	16	0.784
202	292	0.939
202	31	0.206
202	271	0.940
203	362	0.390
204	483	0.043
204	276	0.889
204	65	0.727
204	484	0.833
205	97	0.958
206	119	0.749
206	446	0.337
206	216	0.407
206	423	0.244
206	458	0.321
206	432	0.425
206	294	0.261
206	140	0.252
206	484	0.829
206	353	0.945
206	101	0.717
207	89	0.926
207	273	0.815
207	206	0.428
207	210	0.174
207	456	0.096
207	62	0.968
207	190	0.222
207	146	0.902
207	187	0.466
207	119	0.568
207	318	0.563
208	416	0.820
208	215	0.025
208	286	0.063
209	292	0.964
210	370	0.918
211	46	0.782
211	205	0.489
211	47	0.014
211	432	0.516
211	151	0.840
211	56	0.330
211	342	0.039
211	354	0.594
211	318	0.770
211	494	0.225
212	157	0.698
212	196	0.079
212	291	0.007
212	397	0.901
212	269	0.359
212	1	0.845
212	267	0.102
212	104	0.630
212	494	0.248
212	168	0.359
213	25	0.353
213	247	0.029
213	142	0.536
213	298	0.084
213	136	0.660
213	476	0.170
213	344	0.306
213	287	0.728
213	97	0.965
213	406	0.414
213	360	0.221
213	262	0.019
213	29	0.438
213	412	0.763
214	364	0.940
214	10	0.825
214	290	0.533
216	49	0.736
216	45	0.026
216	324	0.727
216	301	0.667
216	227	0.656
216	307	0.451
216	382	0.501
216	453	0.753
217	140	0.826
217	95	0.023
217	316	0.720
217	481	0.002
217	329	0.237
217	420	0.951
217	375	0.231
217	33	0.904
217	384	0.647
218	256	0.440
218	284	0.981
218	233	0.351
218	276	0.531
218	51	0.170
218	237	0.936
218	241	0.073
218	200	0.251
218	209	0.457
218	183	0.561
218	424	0.110
218	293	0.536
218	213	0.976
219	213	0.426
219	268	0.309
219	239	0.885
219	309	0.555
220	198	0.119
220	370	0.737
220	63	0.745
220	34	0.052
220	227	0.384
220	44	0.851
220	25	0.096
220	311	0.823
220	204	0.073
220	242	0.795
220	269	0.124
220	332	0.506
220	15	0.346
221	467	0.757
221	364	0.323
221	414	0.227
221	172	0.038
221	17	0.620
221	350	0.803
221	435	0.987
221	75	0.535
221	150	0.809
221	358	0.938
221	442	0.098
221	266	0.358
222	488	0.003
222	155	0.375
222	121	0.957
222	107	0.742
223	310	0.322
223	474	0.876
223	92	0.025
223	47	0.633
223	324	0.167
223	245	0.667
223	309	0.836
223	131	0.646
223	438	0.320
223	15	0.125
224	287	0.087
224	382	0.128
224	303	0.498
224	437	0.761
224	309	0.079
224	402	0.018
224	318	0.470
224	97	0.043
224	308	0.460
224	199	0.108
224	336	0.224
224	352	0.333
224	108	0.388
224	40	0.782
225	349	0.282
225	155	0.648
225	297	0.128
226	411	0.176
226	295	0.415
226	157	0.891
226	94	0.988
226	78	0.779
227	44	0.846
227	118	0.883
227	37	0.935
227	54	0.614
227	128	0.250
227	173	0.898
227	141	0.485
227	308	0.928
227	462	0.136
227	11	0.311
227	421	0.204
227	258	0.805
227	32	0.142
228	59	0.243
228	404	0.355
228	29	0.149
228	11	0.805
228	109	0.507
228	214	0.541
228	55	0.017
228	27	0.175
228	167	0.348
229	473	0.938
229	348	0.272
229	305	0.688
229	105	0.814
229	299	0.023
229	334	0.119
230	156	0.793
230	415	0.755
230	195	0.902
230	190	0.795
230	351	0.520
230	366	0.354
230	357	0.982
230	320	0.470
230	140	0.913
230	495	0.288
230	35	0.084
230	39	0.084
230	312	0.180
231	290	0.191
231	255	0.985
231	364	0.385
231	265	0.902
231	316	0.560
231	149	0.836
231	285	0.962
231	368	0.451
231	211	0.975
231	272	0.885
232	85	0.216
232	438	0.767
232	234	0.398
232	233	0.491
232	226	0.221
232	97	0.986
232	368	0.882
232	241	0.238
232	189	0.899
232	243	0.624
232	236	0.972
232	383	0.659
233	492	0.055
233	120	0.611
233	146	0.399
233	301	0.662
233	98	0.104
234	289	0.435
234	248	0.533
234	186	0.911
234	20	0.026
234	202	0.721
234	358	0.287
234	340	0.143
234	279	0.755
234	365	0.810
234	71	0.448
234	467	0.367
234	307	0.337
235	314	0.526
235	308	0.807
235	309	0.220
235	324	0.155
235	448	0.127
235	274	0.007
235	146	0.565
235	394	0.174
235	232	0.027
235	375	0.292
235	359	0.087
235	412	0.820
236	78	0.552
236	411	0.853
236	170	0.263
237	208	0.539
237	459	0.164
237	329	0.780
237	42	0.240
237	440	0.459
238	239	0.026
238	414	0.556
238	33	0.148
238	289	0.899
238	369	0.278
238	419	0.146
238	268	0.630
238	107	0.510
239	319	0.812
239	124	0.592
